HVQ_039_01_000001	NHÀ XUẤT BẢN KHOA HỌC XÃ HỘI luận in trong HÙNG VƯƠNG DỰNG NƯỚC tập I là cán bộ thuộc nhiều cơ quan, như Viện Khảo cổ học, Viện Sử học, Viện Bảo tàng lịch sử, Trường đại học Tổng hợp, Vụ Bảo tồn bảo tàng, Viện Mỹ thuật mỹ nghệ, Viện Dân tộc học, Viện Văn học, Viện Kinh tế học, Hội Hình thái người, Đoàn Địa chất 58, Bản Tuyên giáo Tỉnh ủy Vĩnh Phú.
HVQ_039_01_000002	ỦY BAN KHOA HỌC XÃ HỘI VIỆT NAM VIỆN KHẢO CỔ HỌC HÙNG VƯƠNG DỰNG NƯỚC tập I GỒM CÁC BÀI PHÁT BIỂU, BÁO CÁO VÀ THAM LUẬN ĐỌC TẠI HỘI NGHỊ NGHIÊN CỨU THỜI KỲ LỊCH SỬ HÙNG VƯƠNG, HỌP TẠI HÀ NỘI NGÀY 16 THÁNG 12 NĂM 1968, DO VIỆN KHẢO CỔ HỌC PHỐI HỢP VỚI VIỆN SỬ HỌC, VÀ VIỆN BẢO TÀNG LỊCH SỬ.
HVQ_039_01_000003	TRƯỜNG ĐẠI HỌC TỔNG HỢP, TỔ CHỨC.
HVQ_039_01_000004	NHÀ XUẤT BẢN KHOA HỌC XÃ HỘI HÀ NỘI - 1970 «CÁC VUA HÙNG ĐÃ CÓ CÔNG DỰNG NƯỚC, BÁC CHÁU TA PHẢI CÙNG NHAU GIỮ LÁI NƯỚC» HỒ CHÍ MINH BÀI NÓI TẠI HỘI NGHỊ KHẢO CỔ HỌC BÀN VIỆC NGHIÊN CỨU THỜI KỲ LỊCH SỬ HÙNG VƯƠNG ngày 16 - 12 - 1968 PHẠM VĂN ĐỒNG Hôm nay, tôi nói chuyện với các đồng chí về những điều trước đây tôi đã suy nghĩ và hôm nay các đồng chí sẽ trình bày.
HVQ_039_01_000005	Trước hết, đánh giá hiện nay, tôi nghĩ hiện có một điều rất tốt, và chúng ta đáng
HVQ_039_01_000006	Ta cǎn tiép tuc nghién cu thi ký Hùng Vưong, nhưng tiép tuc nhu th nào đè nhng bưc sǎp ti có kět quá nhiěu hon nūa.
HVQ_039_01_000007	Hi nghị náy cho tháy ro nhng cái tót cúa cóng vięc các đòng chi làm trong máy tháng nay.
HVQ_039_01_000008	Tót chð các đồng chi đng vièn dugc nhièu ngui thuc nhiěu ngành tham gia, hào hưng tham gia, trong đó phàn lón là nhng đòng chi trě.
HVQ_039_01_000009	Đáy là buc dǎu rát dáng phán khi.
HVQ_039_01_000010	Còn vě nhng uỷ kién nêu lên hôm nay, thì ta chua vi đánh giá.
HVQ_039_01_000011	Vì sao?
HVQ_039_01_000012	Vì khoa học là việc lâu dài, khoa học là kiên trì, không thể nào chúng ta mong muốn có thành tựu, có kẻ qua ngày đúc trong lúc chúng ta đang trượt như ván đề rất khó, rất mỏi mà chúng ta chưa có chuẩn bị gì, kiên trì chưa có bao nhiêu, kinh nghiệm chưa có hay có rất ít.
HVQ_039_01_000013	Đồng thời, cũng phải ai thấy nhưng chưa tốt trong lúc nghiên cứu.
HVQ_039_01_000014	Chúng ta phải có thái độ đúng đắn, vì chúng ta đúng trước nhưng ván đề rất khó khăn, rất phức tạp, mà chúng ta thì chưa làm quen vì ván đề đó, chưa có kiên trì, chưa có kinh nghiệm.
HVQ_039_01_000015	Trong tình hình như vậy mà mình sẽ không được gì nhanh quá!
HVQ_039_01_000016	Rõ ràng là có nhưng ván đề khá lộn nhanh quá, nhát định không thể đúng được.
HVQ_039_01_000017	Nó vô vàng, nó nông cạn, thậm chí là nó bùn cười.
HVQ_039_01_000018	Tôi nghĩ, lần này ta không nghĩ khác, lần sau cũng có thì ta không nghĩ khác.
HVQ_039_01_000019	Nhưng đến lần thứ ba, thứ tư, ta phải nghĩ lại.
HVQ_039_01_000020	Không thể kẹt luân tùy tiện quá được.
HVQ_039_01_000021	Đây, bát cứ ai cũng không có quyển hàn chắc suy nghĩ và quyển nói của bát (ừ ai.
HVQ_039_01_000022	Nhưng tôi minh phải hành chứng minh, phải biết rằng làm khoa học HÙNG VƯƠNG DÚNG NƯỚC (1) thì phải có cái tiêu chuẩn của khoa học, phải có căn cứ khoa học.
HVQ_039_01_000023	phải có thái độ của người làm khoa học.
