HVQ_039_04_000001	BẢN KHOA HỌC XÃ HỘI VIỆT NAM VIỆN KHẢO CỔ HỌC HÙNG VƯƠNG DỰNG NƯỚC TẬP IV (KÝ YÊU CÁC HỘI NGHỊ NGHIÊN CỨU THỜI KỲ HÙNG VƯƠNG LẦN THỨ 4, THÁNG 4 NĂM 1971 2G1-ION YH SdbCS TỔNG KẾT 3 NĂM 3 NĂM NGHIÊN CỨU THỜI KỲ HÙNG VƯƠNG 3 NĂM XÂY DỰNG NGÀNH KHẢO CỔ HỌC PHẠM HUY THÔNG HÙNG ta quyết tăm ... hi nghị ... tổng kết san 3 năm, vi nhăn ... dire ... sao ... răng ... chương ... nghiên ... khoa học -- dã biệt ... học ... ... Hăng đề ra: «thiết thờ, tập trung, đột điểm», là đúng dặn và hiệu nghiêm.
HVQ_039_04_000002	Văn đề này, là có quỹ tăm lăm vị dứt điểm không.
HVQ_039_04_000003	Cách đây 3 năm, chúng ta đã đề ra cho 3 năm qua những mục tiêu phân đạt nhất định; nên chúng ta thấy còn nên đề ra cho 3 năm tới, trong khung giờ của kế hoạch Nhà nước 3 năm 1971 - 1973, một số những mục tiêu phân đạt khác, thì chúng ta phải kiềm điểm nghiêm túc vì đã làm gì và việc chưa làm trong 3 năm qua.
HVQ_039_04_000004	Đã dành giá những phương châm nói trên là tốt, cũng thì trong giây phút này là phương châm «đứt điểm», thì chúng ta phải quyết tâm theo đó mà làm, quyết tâm thật sự.
HVQ_039_04_000005	Ngày nay, chúng ta phải đấu tranh, đấu tranh với nhau.
HVQ_039_04_000006	Mọi người dựng đi lên.
HVQ_039_04_000007	Đàn tranh thượng suyễn đề thành tầm đoàn kết hợp tác, đề nghị cử khóa hội nghiệm tập và kiến trúc: đấu tranh để tập trung sức lực, thì giờ, nghiên cứu cử vấn đề Hùng Vương đang nở là chính, suốt 3 năm qua; đấu tranh để làm việc theo kế hoạch, để đạt điểm, ngày nay.
HVQ_039_04_000008	Chính vì phải đấu tranh, chúng không phải bằng băng, trong trụ mà chúng ta càng thấy rỗ phải khắc phục cho dù người làm ăn tàn mạn, tuy tiễn, ít kém quá, trừ ra đây.
HVQ_039_04_000009	Cùng tranh toàn và thực nghiệm.
HVQ_039_04_000010	chúng ta ngay càng thấy rõ: không thì có công hiện khoa hội dạng kẻ nén còn gây nếp làm việc, phản ánh của người sản xuất ca thì trong lĩnh vực khoa học... 14 HÀNG VƯƠNG ĐIỀU NỮC (IV) mà đề tài; chúng ta, thật ra đã chọn gia hai chủ trường: đem khảo cổ học phục vụ nghiên cứu ...
