HVQ_039_2_000001	HÀ NỘI - 1972 NHÀ XUẤT BẢN KHOA HỌC XÃ HỘI 1972 THỜI KÝ HÙNG VƯƠNG LẦN THỨ 2, THÁNG 4-1969 (KÝ YÊU CỦA HỘI NGHỊ NGHIÊN CỨU TẬP II - HÙNG VƯƠNG - VIỆN KHẢO CỔ HỌC - BẢN KHOA HỌC XÃ HỘI VIỆT NAM https://tieulun.)
HVQ_039_2_000002	http://
HVQ_039_2_000003	org.phn văn kiện của những học giả khoa học dựa trên các liên tạp trong quá trình nghiên cứu của tập trung hiện nay về thời kỳ lịch sử dựng nước và giai đoạn đầu tiên của dân tộc.
HVQ_039_2_000004	Sách này hải mục dịch: cung cấp cho nhà khoa học mệt phỏng tin làm việc và giúp bản đọc theo dõi, do đó công góp dực phân tích.
HVQ_039_2_000005	Đối với dòng đọc bản, tới thời gian người nghiên cứu thời kỳ Hùng Vương mong muốn rời sao thảo dược một công trình tổng hợp, trên cơ sở những gì đã thu thập được, giám định nghiêm túc, và những luận thước đã đưa ra, dực phân, bổ sung, tranh cãi sắc sảo.
HVQ_039_2_000006	Trong sơ lược phần đầu tiên về thời kỳ Hùng Vương, dạng dực chú những trang viết về thi.
HVQ_039_2_000007	Tuy nhiên.
HVQ_039_2_000008	Vì nghiên cứu còn đủ đề tài tiến hành và chúng tôi công bố những luận điểm khác nhận được trong ván đề dực cấp là để dực quan chúng ròng ra biết rõ, đánh giá và tham gia kiến.
HVQ_039_2_000009	Gợi nghiên cứu khoa học để hội nghị.
HVQ_039_2_000010	Phải nghiêm định cán bộ khảo cổ học và các cán bộ ngành có liên quan.
HVQ_039_2_000011	Phí nghĩ đến nằng người đang tham gia nghiên cứu này, nhưng cũng không thể không nghĩ đến tầm lộ mai sau nghiên cứu trở lại đề tài này.
HVQ_039_2_000012	Tìm hiểu sâu hơn về thời bình minh của lịch sử dân tộc, vì nghiên cứu càng đúc đây mà trong những ngày này, thì song song với yêu cầu bổ sung thư mục, việc thu thập những công trình nghiên cứu, nắm bắt các giai đoạn, xuất hiện đồng thời, đưa ra những hình thức, trong thời gian này: thảo luận các hội nghị, biên bản các cuộc họp, bài viết trên báo chí… càng là cấp bách, để ngăn ngừa những tài liệu này không bị thất lạc, rồi lại, và để nâng người nghiên cứu tin cậy, kiểm tra, sắp dựng.
HVQ_039_2_000013	Phòng Tư liệu của Viện Khảo cổ học, đức cán bộ nghiên cứu và thu liệu thực ngành khảo cổ và nhiều ngành khác giúp, ra sao sưu tập dữ liệu và sắp xếp hợp lý các tài liệu về thí nghiệm dạng nửa đầu tiên.
HVQ_039_2_000014	Đó mới là công hiện tư liệu chủ yếu cho công cụ nghiên cứu khoa học dài hạn này, nhưng tập kỳ này không thấy th được tổng thể tư liệu của Viện – gồm cả những tài liệu chưa hoàn chỉnh, có những tài liệu quá dài để có thể in… nhưng chắc chắn là có ích, vì tin lợi cho việc tra cứu về tỉnh hình nghiên cứu đã gần nhất và đề « Hùng Vương dng nước».
HVQ_039_2_000015	TRƯỜNG HỌC ĐẠI HỌC: Viện Khảo cổ học https://tieulun.
HVQ_039_2_000016	http://
HVQ_039_2_000017	org https://tieulun.org
HVQ_039_2_000018	http://
HVQ_039_2_000019	org Địa chỉ: Khảo cổ học Đồng Dương Yên Lạc (Vĩnh Phú) Anh: Viện Khảo cổ học Diễn Văn Khai Mộc của Đông Chi Nguyễn Khánh Toàn, Chủ nhiệm Ủy ban Khoa học Xã hội Việt Nam. Các đồng chí và các bạn thán mến, được trong 10 năm qua là đáng khích lệ.
HVQ_039_2_000020	Đó là một bảo đảm cho những bước tiến sau này mà chúng ta có thể tin là sẽ còn vững chắc hơn của nền khảo cổ học Việt Nam.
HVQ_039_2_000021	Đâu mà khóc, có học ta thu được nhưng kẻ gì bức đầu đó?
HVQ_039_2_000022	Trước hết và chủ yếu là những cách mạng Việt Nam.
HVQ_039_2_000023	Cứ cách mạng Việt Nam trong 40 năm qua, Đảng Mác‑Lê‑nin‑Chủ nghĩa vĩnh cửu của giai đoạn công nhân Việt Nam anh hùng lãnh đạo, đã trải qua những giai đoạn khó lẫn, và giành được thắng lợi vô vang có tỉnh ...
HVQ_039_2_000024	Cách mạng Tháng Tám tháng lơi, kháng chiến chống thực dân Pháp thành công, cách mạng xã hội chủ nghĩa miền Bắc tiên phong và vững chắc, đã phát huy đến định cao cái bản sắc tột đỉnh, cái bản lĩnh ưu việt, những đức tính, những giá trị tỉnh thành quý báu của dân tộc Việt Nam, của con người Việt Nam.
HVQ_039_2_000025	Đặc biệt là giai đoạn chiến tranh hiện nay mà về tỉnh ... và nghĩa, du lịch của loài người tiên bị đánh giá như là một cục xung đột có tính chất thời đại, nghĩa là một cục đấu tranh giữa một bên – phía nhân dân Việt Nam, phía trung nhưng lưng, nhưng phần ...
HVQ_039_2_000026	Đó là một cục chiến đấu giữa văn minh và mạn r. Chủ nghĩa anh hùng cách mạng của nhân dân ta được phát huy trong cuộc đấu tranh cách mạng ấy, là sức mạnh của tỉnh thành bát khuat, chí khi lập, cường, óc thông minh sáng tạo của dân tộc và chủ nghĩa nhân đạo của giai cấp vô sinh.
HVQ_039_2_000027	Cách mạng Việt Nam phát huy được bản lĩnh của dân tộc, vì ông cha ta, trong mười thập kỷ dày công, nối tiếp nhau, xây dựng nên cái nền móng trên những gian khổ hy sinh vô vàn và những thắng lợi oanh liệt.
HVQ_039_2_000028	Nghiên cứu lịch sử, đi sâu vào quá khứ xã hội không phản chiếu chỉ có mục đích bồi đắp tỉnh thành hào dàn tộc hoàn thiện.
HVQ_039_2_000029	Nó còn giúp cho chúng ta suy nghĩ về ông cha ta đã khó khăn, đã chiếm thắng nhưng nghịch cảnh như thế nào, để dánh lùi kẻ dịch trừng bực, giành quyền làm chủ về mình, https://tieulun.
HVQ_039_2_000030	Họp tờ.
HVQ_039_2_000031	org https://tieulun.
HVQ_039_2_000032	http://
HVQ_039_2_000033	org 8 HÙNG VƯƠNG DỰNG NƯỚC (I) DIỄN VĂN KHAI MẠC.
HVQ_039_2_000034	9 từ trung là để giành và bảo vệ cái quý báu hơn hết đối với loài người và khoa học, nó được Đảng lãnh đạo và quan tâm.
HVQ_039_2_000035	Nó là một công cụ căn bản, hiện nay là được lập và thực hiện và nó là lý do tồn tại và phát triển của xã hội chuyên chính vô sản, nó góp sức vào tổ xã hội, xây dựng xã hội mới, góp phần loài người.
HVQ_039_2_000036	vào cục cách mạng văn hóa và tư tưởng.
